Nombre|(º-º)|Plataforma|(º-º)|Año|(º-º)|Genero|(º-º)|Editorial|(º-º)|Ventas NA|(º-º)|Ventas EU|(º-º)|Ventas JP|(º-º)|Ventas Otros|(º-º)|Ventas Global
Kingdom Hearts|(º-º)|PS2|(º-º)|2002|(º-º)|Role-Playing|(º-º)|Sony Computer Entertainment|(º-º)|3,64|(º-º)|1,2|(º-º)|1,49|(º-º)|0,07|(º-º)|6,4
PokÃ©mon Crystal Version|(º-º)|GB|(º-º)|2000|(º-º)|Role-Playing|(º-º)|Nintendo|(º-º)|2,55|(º-º)|1,56|(º-º)|1,29|(º-º)|0,99|(º-º)|6,39
Halo 3: ODST|(º-º)|X360|(º-º)|2009|(º-º)|Shooter|(º-º)|Microsoft Game Studios|(º-º)|4,34|(º-º)|1,35|(º-º)|0,06|(º-º)|0,61|(º-º)|6,36
Red Dead Redemption|(º-º)|X360|(º-º)|2010|(º-º)|Action|(º-º)|Take-Two Interactive|(º-º)|3,7|(º-º)|1,97|(º-º)|0,09|(º-º)|0,57|(º-º)|6,34
Super Mario Sunshine|(º-º)|GC|(º-º)|2002|(º-º)|Platform|(º-º)|Nintendo|(º-º)|4,01|(º-º)|1,26|(º-º)|0,87|(º-º)|0,17|(º-º)|6,31
Street Fighter II: The World Warrior|(º-º)|SNES|(º-º)|1992|(º-º)|Fighting|(º-º)|Capcom|(º-º)|2,47|(º-º)|0,83|(º-º)|2,87|(º-º)|0,12|(º-º)|6,3
World of Warcraft|(º-º)|PC|(º-º)|2004|(º-º)|Role-Playing|(º-º)|Activision|(º-º)|0,07|(º-º)|6,21|(º-º)|0|(º-º)|0|(º-º)|6,28
Driver|(º-º)|PS|(º-º)|1999|(º-º)|Action|(º-º)|GT Interactive|(º-º)|3,11|(º-º)|2,8|(º-º)|0,02|(º-º)|0,33|(º-º)|6,27
Kinect Sports|(º-º)|X360|(º-º)|2010|(º-º)|Sports|(º-º)|Microsoft Game Studios|(º-º)|3,92|(º-º)|1,78|(º-º)|0,03|(º-º)|0,51|(º-º)|6,24
Gears of War 3|(º-º)|X360|(º-º)|2011|(º-º)|Shooter|(º-º)|Microsoft Game Studios|(º-º)|4,05|(º-º)|1,62|(º-º)|0,07|(º-º)|0,49|(º-º)|6,24
Gears of War|(º-º)|X360|(º-º)|2006|(º-º)|Shooter|(º-º)|Microsoft Game Studios|(º-º)|3,54|(º-º)|1,9|(º-º)|0,07|(º-º)|0,6|(º-º)|6,11
Metal Gear Solid 2: Sons of Liberty|(º-º)|PS2|(º-º)|2001|(º-º)|Action|(º-º)|Konami Digital Entertainment|(º-º)|2,45|(º-º)|2,01|(º-º)|0,87|(º-º)|0,72|(º-º)|6,05
Sonic the Hedgehog 2|(º-º)|GEN|(º-º)|1992|(º-º)|Platform|(º-º)|Sega|(º-º)|4,47|(º-º)|1,2|(º-º)|0,16|(º-º)|0,19|(º-º)|6,03
Metal Gear Solid|(º-º)|PS|(º-º)|1998|(º-º)|Action|(º-º)|Konami Digital Entertainment|(º-º)|3,18|(º-º)|1,83|(º-º)|0,78|(º-º)|0,24|(º-º)|6,03
Metal Gear Solid 4: Guns of the Patriots|(º-º)|PS3|(º-º)|2008|(º-º)|Action|(º-º)|Konami Digital Entertainment|(º-º)|2,63|(º-º)|1,74|(º-º)|0,83|(º-º)|0,83|(º-º)|6,03
The Last of Us|(º-º)|PS3|(º-º)|2013|(º-º)|Action|(º-º)|Sony Computer Entertainment Europe|(º-º)|2,41|(º-º)|2,28|(º-º)|0,28|(º-º)|1,01|(º-º)|5,99
Final Fantasy XII|(º-º)|PS2|(º-º)|2006|(º-º)|Role-Playing|(º-º)|Square Enix|(º-º)|1,88|(º-º)|0|(º-º)|2,33|(º-º)|1,74|(º-º)|5,95
LittleBigPlanet|(º-º)|PS3|(º-º)|2008|(º-º)|Platform|(º-º)|Sony Computer Entertainment|(º-º)|2,8|(º-º)|2,05|(º-º)|0,17|(º-º)|0,9|(º-º)|5,92
Dragon Quest IX: Sentinels of the Starry Skies|(º-º)|DS|(º-º)|2009|(º-º)|Role-Playing|(º-º)|Nintendo|(º-º)|0,66|(º-º)|0,69|(º-º)|4,35|(º-º)|0,15|(º-º)|5,84
LEGO Star Wars: The Complete Saga|(º-º)|Wii|(º-º)|2007|(º-º)|Action|(º-º)|LucasArts|(º-º)|3,66|(º-º)|1,63|(º-º)|0|(º-º)|0,53|(º-º)|5,83
Resident Evil 2|(º-º)|PS|(º-º)|1998|(º-º)|Action|(º-º)|Virgin Interactive|(º-º)|1,88|(º-º)|1,47|(º-º)|2,02|(º-º)|0,45|(º-º)|5,82
Tekken 2|(º-º)|PS|(º-º)|1996|(º-º)|Fighting|(º-º)|Sony Computer Entertainment|(º-º)|2,26|(º-º)|1,89|(º-º)|1,36|(º-º)|0,23|(º-º)|5,74
Cooking Mama|(º-º)|DS|(º-º)|2006|(º-º)|Simulation|(º-º)|505 Games|(º-º)|3,13|(º-º)|1,94|(º-º)|0,07|(º-º)|0,58|(º-º)|5,72
Destiny|(º-º)|PS4|(º-º)|2014|(º-º)|Shooter|(º-º)|Activision|(º-º)|2,49|(º-º)|2,05|(º-º)|0,16|(º-º)|0,96|(º-º)|5,65
Tetris|(º-º)|NES|(º-º)|1988|(º-º)|Puzzle|(º-º)|Nintendo|(º-º)|2,97|(º-º)|0,69|(º-º)|1,81|(º-º)|0,11|(º-º)|5,58
Assassin's Creed II|(º-º)|PS3|(º-º)|2009|(º-º)|Action|(º-º)|Ubisoft|(º-º)|2,54|(º-º)|1,95|(º-º)|0,21|(º-º)|0,87|(º-º)|5,57
Super Smash Bros.|(º-º)|N64|(º-º)|1999|(º-º)|Fighting|(º-º)|Nintendo|(º-º)|2,95|(º-º)|0,6|(º-º)|1,97|(º-º)|0,04|(º-º)|5,55
Assassin's Creed|(º-º)|X360|(º-º)|2007|(º-º)|Adventure|(º-º)|Ubisoft|(º-º)|3,28|(º-º)|1,65|(º-º)|0,07|(º-º)|0,55|(º-º)|5,55
Batman: Arkham City|(º-º)|PS3|(º-º)|2011|(º-º)|Action|(º-º)|Warner Bros. Interactive Entertainment|(º-º)|2,7|(º-º)|1,91|(º-º)|0,11|(º-º)|0,8|(º-º)|5,53
Forza Motorsport 3|(º-º)|X360|(º-º)|2009|(º-º)|Racing|(º-º)|Microsoft Game Studios|(º-º)|2,99|(º-º)|1,92|(º-º)|0,1|(º-º)|0,51|(º-º)|5,51
Monster Hunter Freedom Unite|(º-º)|PSP|(º-º)|2008|(º-º)|Role-Playing|(º-º)|Capcom|(º-º)|0,47|(º-º)|0,57|(º-º)|4,13|(º-º)|0,34|(º-º)|5,5
Super Mario Advance|(º-º)|GBA|(º-º)|2001|(º-º)|Platform|(º-º)|Nintendo|(º-º)|3,14|(º-º)|1,24|(º-º)|0,91|(º-º)|0,2|(º-º)|5,49
Mario Kart: Super Circuit|(º-º)|GBA|(º-º)|2001|(º-º)|Racing|(º-º)|Nintendo|(º-º)|2,62|(º-º)|1,64|(º-º)|0,99|(º-º)|0,23|(º-º)|5,47
Super Mario World|(º-º)|GBA|(º-º)|2001|(º-º)|Platform|(º-º)|Nintendo|(º-º)|3,21|(º-º)|1,11|(º-º)|0,95|(º-º)|0,2|(º-º)|5,46
Pokemon Stadium|(º-º)|N64|(º-º)|1999|(º-º)|Strategy|(º-º)|Nintendo|(º-º)|3,18|(º-º)|1,24|(º-º)|0,94|(º-º)|0,09|(º-º)|5,45
Call of Duty: World at War|(º-º)|PS3|(º-º)|2008|(º-º)|Shooter|(º-º)|Activision|(º-º)|2,72|(º-º)|1,87|(º-º)|0|(º-º)|0,84|(º-º)|5,43
Crash Bandicoot: The Wrath of Cortex|(º-º)|PS2|(º-º)|2001|(º-º)|Platform|(º-º)|Universal Interactive|(º-º)|2,07|(º-º)|2,29|(º-º)|0,24|(º-º)|0,82|(º-º)|5,42
Minecraft|(º-º)|PS3|(º-º)|2014|(º-º)|Misc|(º-º)|Sony Computer Entertainment|(º-º)|1,97|(º-º)|2,51|(º-º)|0|(º-º)|0,94|(º-º)|5,42
Final Fantasy XIII|(º-º)|PS3|(º-º)|2009|(º-º)|Role-Playing|(º-º)|Square Enix|(º-º)|1,74|(º-º)|1,24|(º-º)|1,87|(º-º)|0,52|(º-º)|5,36
Dr. Mario|(º-º)|GB|(º-º)|1989|(º-º)|Puzzle|(º-º)|Nintendo|(º-º)|2,18|(º-º)|0,96|(º-º)|2|(º-º)|0,2|(º-º)|5,34
Pokemon Pinball|(º-º)|GB|(º-º)|1999|(º-º)|Misc|(º-º)|Nintendo|(º-º)|3,02|(º-º)|1,12|(º-º)|1,01|(º-º)|0,16|(º-º)|5,31
Final Fantasy IX|(º-º)|PS|(º-º)|2000|(º-º)|Role-Playing|(º-º)|SquareSoft|(º-º)|1,62|(º-º)|0,77|(º-º)|2,78|(º-º)|0,14|(º-º)|5,3
Assassin's Creed III|(º-º)|X360|(º-º)|2012|(º-º)|Action|(º-º)|Ubisoft|(º-º)|3,13|(º-º)|1,71|(º-º)|0,03|(º-º)|0,44|(º-º)|5,3
Final Fantasy X-2|(º-º)|PS2|(º-º)|2003|(º-º)|Role-Playing|(º-º)|Electronic Arts|(º-º)|1,92|(º-º)|1,08|(º-º)|2,11|(º-º)|0,17|(º-º)|5,29
Donkey Kong 64|(º-º)|N64|(º-º)|1999|(º-º)|Platform|(º-º)|Nintendo|(º-º)|3,33|(º-º)|0,79|(º-º)|1,09|(º-º)|0,06|(º-º)|5,27
Assassin's Creed II|(º-º)|X360|(º-º)|2009|(º-º)|Action|(º-º)|Ubisoft|(º-º)|3,1|(º-º)|1,56|(º-º)|0,08|(º-º)|0,51|(º-º)|5,27
Professor Layton and the Curious Village|(º-º)|DS|(º-º)|2007|(º-º)|Puzzle|(º-º)|Nintendo|(º-º)|1,22|(º-º)|2,48|(º-º)|1,03|(º-º)|0,52|(º-º)|5,26
Tomb Raider II|(º-º)|PS|(º-º)|1997|(º-º)|Action|(º-º)|Eidos Interactive|(º-º)|2,3|(º-º)|2,46|(º-º)|0,2|(º-º)|0,28|(º-º)|5,24
Dragon Quest VIII: Journey of the Cursed King|(º-º)|PS2|(º-º)|2004|(º-º)|Role-Playing|(º-º)|Square Enix|(º-º)|0,65|(º-º)|0,75|(º-º)|3,61|(º-º)|0,2|(º-º)|5,21
Super Mario Bros. 3|(º-º)|GBA|(º-º)|2003|(º-º)|Platform|(º-º)|Nintendo|(º-º)|2,93|(º-º)|1,25|(º-º)|0,83|(º-º)|0,2|(º-º)|5,2
Diablo III|(º-º)|PC|(º-º)|2012|(º-º)|Role-Playing|(º-º)|Activision|(º-º)|2,43|(º-º)|2,15|(º-º)|0|(º-º)|0,62|(º-º)|5,2
Super Mario Land 3: Wario Land|(º-º)|GB|(º-º)|1994|(º-º)|Platform|(º-º)|Nintendo|(º-º)|2,49|(º-º)|0,98|(º-º)|1,57|(º-º)|0,15|(º-º)|5,19
New Super Mario Bros. U|(º-º)|WiiU|(º-º)|2012|(º-º)|Platform|(º-º)|Nintendo|(º-º)|2,32|(º-º)|1,3|(º-º)|1,27|(º-º)|0,31|(º-º)|5,19
FIFA Soccer 13|(º-º)|X360|(º-º)|2012|(º-º)|Action|(º-º)|Electronic Arts|(º-º)|1,08|(º-º)|3,48|(º-º)|0,03|(º-º)|0,58|(º-º)|5,18
The Legend of Zelda: Phantom Hourglass|(º-º)|DS|(º-º)|2007|(º-º)|Action|(º-º)|Nintendo|(º-º)|1,9|(º-º)|1,83|(º-º)|0,95|(º-º)|0,49|(º-º)|5,17
Donkey Kong Country 2: Diddy's Kong Quest|(º-º)|SNES|(º-º)|1995|(º-º)|Platform|(º-º)|Nintendo|(º-º)|2,1|(º-º)|0,74|(º-º)|2,2|(º-º)|0,11|(º-º)|5,15
Tomodachi Life|(º-º)|3DS|(º-º)|2013|(º-º)|Simulation|(º-º)|Nintendo|(º-º)|0,96|(º-º)|2,02|(º-º)|1,89|(º-º)|0,28|(º-º)|5,15
Mario & Sonic at the Olympic Games|(º-º)|DS|(º-º)|2008|(º-º)|Sports|(º-º)|Sega|(º-º)|1,64|(º-º)|2,48|(º-º)|0,44|(º-º)|0,58|(º-º)|5,14
Kirby's Dream Land|(º-º)|GB|(º-º)|1992|(º-º)|Platform|(º-º)|Nintendo|(º-º)|2,71|(º-º)|0,61|(º-º)|1,7|(º-º)|0,11|(º-º)|5,13
Medal of Honor: Rising Sun|(º-º)|PS2|(º-º)|2003|(º-º)|Shooter|(º-º)|Electronic Arts|(º-º)|1,98|(º-º)|2,23|(º-º)|0,13|(º-º)|0,8|(º-º)|5,13
Fable III|(º-º)|X360|(º-º)|2010|(º-º)|Role-Playing|(º-º)|Microsoft Game Studios|(º-º)|3,59|(º-º)|1,11|(º-º)|0,05|(º-º)|0,38|(º-º)|5,13
Call of Duty: Advanced Warfare|(º-º)|XOne|(º-º)|2014|(º-º)|Shooter|(º-º)|Activision|(º-º)|3,21|(º-º)|1,53|(º-º)|0,01|(º-º)|0,38|(º-º)|5,13
Microsoft Flight Simulator|(º-º)|PC|(º-º)|1996|(º-º)|Simulation|(º-º)|Microsoft Game Studios|(º-º)|3,22|(º-º)|1,69|(º-º)|0|(º-º)|0,2|(º-º)|5,12
Guitar Hero II|(º-º)|PS2|(º-º)|2006|(º-º)|Misc|(º-º)|RedOctane|(º-º)|3,81|(º-º)|0,63|(º-º)|0|(º-º)|0,68|(º-º)|5,12
Resident Evil 5|(º-º)|PS3|(º-º)|2009|(º-º)|Action|(º-º)|Capcom|(º-º)|1,96|(º-º)|1,43|(º-º)|1,08|(º-º)|0,65|(º-º)|5,11
Grand Theft Auto: Vice City Stories|(º-º)|PSP|(º-º)|2006|(º-º)|Action|(º-º)|Take-Two Interactive|(º-º)|1,7|(º-º)|2,02|(º-º)|0,16|(º-º)|1,21|(º-º)|5,08
FIFA Soccer 11|(º-º)|PS3|(º-º)|2010|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|0,6|(º-º)|3,29|(º-º)|0,06|(º-º)|1,13|(º-º)|5,08
Grand Theft Auto V|(º-º)|XOne|(º-º)|2014|(º-º)|Action|(º-º)|Take-Two Interactive|(º-º)|2,66|(º-º)|2,01|(º-º)|0|(º-º)|0,41|(º-º)|5,08
Super Mario Bros.|(º-º)|GB|(º-º)|1999|(º-º)|Platform|(º-º)|Nintendo|(º-º)|3,4|(º-º)|1,3|(º-º)|0,15|(º-º)|0,22|(º-º)|5,07
Resident Evil|(º-º)|PS|(º-º)|1996|(º-º)|Action|(º-º)|Virgin Interactive|(º-º)|2,05|(º-º)|1,16|(º-º)|1,11|(º-º)|0,73|(º-º)|5,05
Tony Hawk's Pro Skater|(º-º)|PS|(º-º)|1999|(º-º)|Sports|(º-º)|Activision|(º-º)|3,42|(º-º)|1,38|(º-º)|0,02|(º-º)|0,2|(º-º)|5,02
Super Smash Bros. for Wii U and 3DS|(º-º)|WiiU|(º-º)|2014|(º-º)|Fighting|(º-º)|Nintendo|(º-º)|2,59|(º-º)|1,06|(º-º)|0,8|(º-º)|0,57|(º-º)|5,02
Warzone 2100|(º-º)|PS|(º-º)|1999|(º-º)|Strategy|(º-º)|Eidos Interactive|(º-º)|2,79|(º-º)|1,89|(º-º)|0|(º-º)|0,33|(º-º)|5,01
Spyro the Dragon|(º-º)|PS|(º-º)|1998|(º-º)|Platform|(º-º)|Sony Computer Entertainment|(º-º)|3,36|(º-º)|1,36|(º-º)|0,07|(º-º)|0,21|(º-º)|5
Link's Crossbow Training|(º-º)|Wii|(º-º)|2007|(º-º)|Shooter|(º-º)|Nintendo|(º-º)|3,06|(º-º)|1,18|(º-º)|0,29|(º-º)|0,46|(º-º)|5
Guitar Hero III: Legends of Rock|(º-º)|PS2|(º-º)|2007|(º-º)|Misc|(º-º)|Activision|(º-º)|3,49|(º-º)|0,01|(º-º)|0,01|(º-º)|1,48|(º-º)|4,98
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness|(º-º)|DS|(º-º)|2007|(º-º)|Role-Playing|(º-º)|Nintendo|(º-º)|1,85|(º-º)|1,2|(º-º)|1,54|(º-º)|0,37|(º-º)|4,96
Fallout 3|(º-º)|X360|(º-º)|2008|(º-º)|Role-Playing|(º-º)|Bethesda Softworks|(º-º)|3,39|(º-º)|1,03|(º-º)|0,09|(º-º)|0,44|(º-º)|4,96
Uncharted: Drake's Fortune|(º-º)|PS3|(º-º)|2007|(º-º)|Action|(º-º)|Sony Computer Entertainment|(º-º)|2,31|(º-º)|1,73|(º-º)|0,12|(º-º)|0,78|(º-º)|4,94
Madden NFL 06|(º-º)|PS2|(º-º)|2005|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|3,98|(º-º)|0,26|(º-º)|0,01|(º-º)|0,66|(º-º)|4,91
LEGO Star Wars: The Complete Saga|(º-º)|DS|(º-º)|2007|(º-º)|Action|(º-º)|LucasArts|(º-º)|2,89|(º-º)|1,54|(º-º)|0|(º-º)|0,46|(º-º)|4,9
Diddy Kong Racing|(º-º)|N64|(º-º)|1997|(º-º)|Racing|(º-º)|Nintendo|(º-º)|2,91|(º-º)|0,99|(º-º)|0,89|(º-º)|0,1|(º-º)|4,88
Monster Hunter Freedom 3|(º-º)|PSP|(º-º)|2010|(º-º)|Role-Playing|(º-º)|Capcom|(º-º)|0|(º-º)|0|(º-º)|4,87|(º-º)|0|(º-º)|4,87
Dr. Mario|(º-º)|NES|(º-º)|1990|(º-º)|Puzzle|(º-º)|Nintendo|(º-º)|2,62|(º-º)|0,6|(º-º)|1,52|(º-º)|0,1|(º-º)|4,85
God of War III|(º-º)|PS3|(º-º)|2010|(º-º)|Action|(º-º)|Sony Computer Entertainment|(º-º)|2,74|(º-º)|1,36|(º-º)|0,12|(º-º)|0,63|(º-º)|4,84
Assassin's Creed|(º-º)|PS3|(º-º)|2007|(º-º)|Adventure|(º-º)|Ubisoft|(º-º)|1,91|(º-º)|2|(º-º)|0,09|(º-º)|0,83|(º-º)|4,83
StarCraft II: Wings of Liberty|(º-º)|PC|(º-º)|2010|(º-º)|Strategy|(º-º)|Activision|(º-º)|2,56|(º-º)|1,68|(º-º)|0|(º-º)|0,59|(º-º)|4,83
FIFA 15|(º-º)|PS3|(º-º)|2014|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|0,57|(º-º)|3,14|(º-º)|0,04|(º-º)|1,07|(º-º)|4,82
Crash Team Racing|(º-º)|PS|(º-º)|1999|(º-º)|Racing|(º-º)|Sony Computer Entertainment|(º-º)|2,57|(º-º)|1,57|(º-º)|0,44|(º-º)|0,21|(º-º)|4,79
FIFA 17|(º-º)|PS4|(º-º)|2016|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|0,28|(º-º)|3,75|(º-º)|0,06|(º-º)|0,69|(º-º)|4,77
Batman: Arkham City|(º-º)|X360|(º-º)|2011|(º-º)|Action|(º-º)|Warner Bros. Interactive Entertainment|(º-º)|2,99|(º-º)|1,31|(º-º)|0,04|(º-º)|0,41|(º-º)|4,76
Driver 2|(º-º)|PS|(º-º)|2000|(º-º)|Action|(º-º)|Atari|(º-º)|2,36|(º-º)|2,1|(º-º)|0,02|(º-º)|0,25|(º-º)|4,73
The Simpsons: Hit & Run|(º-º)|PS2|(º-º)|2003|(º-º)|Racing|(º-º)|Vivendi Games|(º-º)|1,73|(º-º)|2,19|(º-º)|0|(º-º)|0,79|(º-º)|4,7
Tony Hawk's Pro Skater 2|(º-º)|PS|(º-º)|2000|(º-º)|Sports|(º-º)|Activision|(º-º)|3,05|(º-º)|1,41|(º-º)|0,02|(º-º)|0,2|(º-º)|4,68
Animal Crossing: City Folk|(º-º)|Wii|(º-º)|2008|(º-º)|Simulation|(º-º)|Nintendo|(º-º)|1,87|(º-º)|1,12|(º-º)|1,32|(º-º)|0,37|(º-º)|4,68
The Lord of the Rings: The Two Towers|(º-º)|PS2|(º-º)|2002|(º-º)|Action|(º-º)|Electronic Arts|(º-º)|1,94|(º-º)|1,95|(º-º)|0,08|(º-º)|0,7|(º-º)|4,67
Forza Motorsport 4|(º-º)|X360|(º-º)|2011|(º-º)|Racing|(º-º)|Microsoft Game Studios|(º-º)|2,08|(º-º)|2,04|(º-º)|0,06|(º-º)|0,47|(º-º)|4,64
Tomb Raider|(º-º)|PS|(º-º)|1996|(º-º)|Action|(º-º)|Eidos Interactive|(º-º)|2,29|(º-º)|1,97|(º-º)|0,13|(º-º)|0,24|(º-º)|4,63
Guitar Hero III: Legends of Rock|(º-º)|Wii|(º-º)|2007|(º-º)|Misc|(º-º)|Activision|(º-º)|3,06|(º-º)|1,12|(º-º)|0|(º-º)|0,44|(º-º)|4,62
The Legend of Zelda: A Link to the Past|(º-º)|SNES|(º-º)|1991|(º-º)|Action|(º-º)|Nintendo|(º-º)|2,42|(º-º)|0,91|(º-º)|1,15|(º-º)|0,13|(º-º)|4,61
The Legend of Zelda: The Wind Waker|(º-º)|GC|(º-º)|2002|(º-º)|Action|(º-º)|Nintendo|(º-º)|2,6|(º-º)|0,99|(º-º)|0,89|(º-º)|0,13|(º-º)|4,6
Mario & Sonic at the Olympic Winter Games|(º-º)|Wii|(º-º)|2009|(º-º)|Sports|(º-º)|Sega|(º-º)|1,89|(º-º)|1,99|(º-º)|0,22|(º-º)|0,48|(º-º)|4,58
Luigi's Mansion: Dark Moon|(º-º)|3DS|(º-º)|2013|(º-º)|Action|(º-º)|Nintendo|(º-º)|1,78|(º-º)|1,39|(º-º)|1,1|(º-º)|0,3|(º-º)|4,58
Splatoon|(º-º)|WiiU|(º-º)|2015|(º-º)|Shooter|(º-º)|Nintendo|(º-º)|1,55|(º-º)|1,15|(º-º)|1,44|(º-º)|0,43|(º-º)|4,57
The Last of Us|(º-º)|PS4|(º-º)|2014|(º-º)|Action|(º-º)|Sony Computer Entertainment|(º-º)|1,78|(º-º)|1,87|(º-º)|0,07|(º-º)|0,82|(º-º)|4,55
Madden NFL 2005|(º-º)|PS2|(º-º)|2004|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|4,18|(º-º)|0,26|(º-º)|0,01|(º-º)|0,08|(º-º)|4,53
Guitar Hero III: Legends of Rock|(º-º)|X360|(º-º)|2007|(º-º)|Misc|(º-º)|Activision|(º-º)|3,19|(º-º)|0,92|(º-º)|0,01|(º-º)|0,42|(º-º)|4,53
Pitfall!|(º-º)|2600|(º-º)|1981|(º-º)|Platform|(º-º)|Activision|(º-º)|4,21|(º-º)|0,24|(º-º)|0|(º-º)|0,05|(º-º)|4,5
Madden NFL 07|(º-º)|PS2|(º-º)|2006|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|3,63|(º-º)|0,24|(º-º)|0,01|(º-º)|0,61|(º-º)|4,49
Spider-Man: The Movie|(º-º)|PS2|(º-º)|2002|(º-º)|Action|(º-º)|Activision|(º-º)|2,71|(º-º)|1,51|(º-º)|0,03|(º-º)|0,23|(º-º)|4,48
Dragon Quest VII: Warriors of Eden|(º-º)|PS|(º-º)|2000|(º-º)|Role-Playing|(º-º)|Enix Corporation|(º-º)|0,2|(º-º)|0,14|(º-º)|4,1|(º-º)|0,02|(º-º)|4,47
Uncharted: The Nathan Drake Collection|(º-º)|PS4|(º-º)|2015|(º-º)|Action|(º-º)|Sony Computer Entertainment|(º-º)|1,96|(º-º)|1,69|(º-º)|0,08|(º-º)|0,74|(º-º)|4,47
God of War|(º-º)|PS2|(º-º)|2005|(º-º)|Action|(º-º)|Sony Computer Entertainment|(º-º)|2,71|(º-º)|1,29|(º-º)|0,02|(º-º)|0,43|(º-º)|4,45
Call of Duty: Advanced Warfare|(º-º)|PS3|(º-º)|2014|(º-º)|Shooter|(º-º)|Activision|(º-º)|1,54|(º-º)|1,94|(º-º)|0,19|(º-º)|0,77|(º-º)|4,45
Nintendo Land|(º-º)|WiiU|(º-º)|2012|(º-º)|Misc|(º-º)|Nintendo|(º-º)|2,55|(º-º)|1,11|(º-º)|0,46|(º-º)|0,33|(º-º)|4,44
Michael Jackson: The Experience|(º-º)|Wii|(º-º)|2010|(º-º)|Misc|(º-º)|Ubisoft|(º-º)|2,67|(º-º)|1,35|(º-º)|0,01|(º-º)|0,39|(º-º)|4,42
Tony Hawk's Pro Skater 3|(º-º)|PS2|(º-º)|2001|(º-º)|Sports|(º-º)|Activision|(º-º)|2,66|(º-º)|1,29|(º-º)|0,01|(º-º)|0,46|(º-º)|4,41
Winning Eleven: Pro Evolution Soccer 2007|(º-º)|PS2|(º-º)|2006|(º-º)|Sports|(º-º)|Konami Digital Entertainment|(º-º)|0,1|(º-º)|2,39|(º-º)|1,05|(º-º)|0,86|(º-º)|4,39
The Elder Scrolls IV: Oblivion|(º-º)|X360|(º-º)|2006|(º-º)|Role-Playing|(º-º)|Take-Two Interactive|(º-º)|2,82|(º-º)|1,05|(º-º)|0,13|(º-º)|0,4|(º-º)|4,39
Zelda II: The Adventure of Link|(º-º)|NES|(º-º)|1987|(º-º)|Adventure|(º-º)|Nintendo|(º-º)|2,19|(º-º)|0,5|(º-º)|1,61|(º-º)|0,08|(º-º)|4,38
Need for Speed: Most Wanted|(º-º)|PS2|(º-º)|2005|(º-º)|Racing|(º-º)|Electronic Arts|(º-º)|2,03|(º-º)|1,79|(º-º)|0,08|(º-º)|0,47|(º-º)|4,37
Resistance: Fall of Man|(º-º)|PS3|(º-º)|2006|(º-º)|Shooter|(º-º)|Sony Computer Entertainment|(º-º)|1,73|(º-º)|1,73|(º-º)|0,14|(º-º)|0,75|(º-º)|4,35
Sonic the Hedgehog|(º-º)|GEN|(º-º)|1991|(º-º)|Platform|(º-º)|Sega|(º-º)|3,03|(º-º)|0,91|(º-º)|0,26|(º-º)|0,13|(º-º)|4,34
Kingdom Hearts II|(º-º)|PS2|(º-º)|2005|(º-º)|Role-Playing|(º-º)|Square Enix|(º-º)|2,2|(º-º)|0,58|(º-º)|1,38|(º-º)|0,17|(º-º)|4,33
Asteroids|(º-º)|2600|(º-º)|1980|(º-º)|Shooter|(º-º)|Atari|(º-º)|4|(º-º)|0,26|(º-º)|0|(º-º)|0,05|(º-º)|4,31
Fable II|(º-º)|X360|(º-º)|2008|(º-º)|Role-Playing|(º-º)|Microsoft Game Studios|(º-º)|2,51|(º-º)|1,27|(º-º)|0,11|(º-º)|0,41|(º-º)|4,31
FIFA 14|(º-º)|X360|(º-º)|2013|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|0,92|(º-º)|2,93|(º-º)|0,01|(º-º)|0,46|(º-º)|4,31
Call of Duty: Advanced Warfare|(º-º)|X360|(º-º)|2014|(º-º)|Shooter|(º-º)|Activision|(º-º)|2,75|(º-º)|1,18|(º-º)|0|(º-º)|0,37|(º-º)|4,31
Halo 5: Guardians|(º-º)|XOne|(º-º)|2015|(º-º)|Shooter|(º-º)|Microsoft Game Studios|(º-º)|2,64|(º-º)|1,2|(º-º)|0,03|(º-º)|0,39|(º-º)|4,26
Batman: Arkham Asylum|(º-º)|PS3|(º-º)|2009|(º-º)|Action|(º-º)|Eidos Interactive|(º-º)|2,23|(º-º)|1,34|(º-º)|0,07|(º-º)|0,61|(º-º)|4,25
Super Mario 3D World|(º-º)|WiiU|(º-º)|2013|(º-º)|Platform|(º-º)|Nintendo|(º-º)|2,11|(º-º)|1,11|(º-º)|0,72|(º-º)|0,3|(º-º)|4,25
Namco Museum|(º-º)|GBA|(º-º)|2001|(º-º)|Misc|(º-º)|Namco Bandai Games|(º-º)|3|(º-º)|1,11|(º-º)|0,05|(º-º)|0,07|(º-º)|4,24
Assassin's Creed: Revelations|(º-º)|PS3|(º-º)|2011|(º-º)|Action|(º-º)|Ubisoft|(º-º)|1,41|(º-º)|2,02|(º-º)|0,1|(º-º)|0,72|(º-º)|4,24
